name,printings,rarity
"Florian, Voldaren Scion","DBL, DSC, MID, PMID",rare
Galvanic Iteration,"DBL, INR, MID, OTC, PMID, PRM",rare
Ghoulcaller's Harvest,"DBL, MID, PMID, PRM",rare
Grizzly Ghoul,"DBL, INR, MID",uncommon
Hallowed Respite,"DBL, MID, PMID, PRM",rare
Hungry for More,"DBL, MID",uncommon
Join the Dance,"DBL, INR, MID",uncommon
"Katilda, Dawnhart Prime","DBL, MID, PMID",rare
Kessig Naturalist // Lord of the Ulvenwald,"DBL, MID",uncommon
"Liesa, Forgotten Archangel","DBL, INR, MID, PMID",rare
"Ludevic, Necrogenius // Olag, Ludevic's Hubris","DBL, MID, PLST, PMID",rare
Old Stickfingers,"DBL, DSC, MID, PMID",rare
"Rem Karolus, Stalwart Slayer","DBL, MID, PMID",rare
Rite of Harmony,"DBL, MID, PMID, PRM",rare
Rite of Oblivion,"DBL, MID",uncommon
Rootcoil Creeper,"DBL, MID",uncommon
Sacred Fire,"DBL, MID",uncommon
"Sigarda, Champion of Light","DBL, MID, PMID",mythic
Siphon Insight,"DBL, MID, OTC, OTP, PMID, PRM",rare
"Slogurk, the Overslime","DBL, MID, PMID",rare
Storm Skreelix,"DBL, MID",uncommon
Sunrise Cavalier,"DBL, MID",uncommon
"Teferi, Who Slows the Sunset","DBL, MID, PMID, PRM",mythic
"Tovolar, Dire Overlord // Tovolar, the Midnight Scourge","DBL, MID, PMID, SLD",rare
Unnatural Moonrise,"DBL, MID",uncommon
"Vadrik, Astral Archmage","DBL, MID, PMID",rare
Vampire Socialite,"DBL, MID",uncommon
Wake to Slaughter,"DBL, MID, PMID, PRM",rare
Winterthorn Blessing,"DBL, MID",uncommon
The Celestus,"DBL, MID, PMID, PRM",rare
Crossroads Candleguide,"DBL, MID",common
Jack-o'-Lantern,"DBL, MID",common
Moonsilver Key,"DBL, MID",uncommon
Mystic Skull // Mystic Monstrosity,"DBL, MID",uncommon
Silver Bolt,"DBL, MID",common
Stuffed Bear,"DBL, MID",common
Deserted Beach,"DBL, INR, MID, PMID, PRM, WHO",rare
Field of Ruin,"DBL, LTC, MID, MOC, PLST, THB, TSR, XLN",uncommon
Haunted Ridge,"DBL, INR, MID, PMID, PRM, WHO",rare
Hostile Hostel // Creeping Inn,"DBL, MID, PMID, PRM",mythic
Overgrown Farmland,"DBL, INR, MID, PLST, PMID, PRM, TDC, WHO",rare
Rockfall Vale,"DBL, INR, MID, PMID, PRM, TDC, WHO",rare
Shipwreck Marsh,"DBL, INR, MID, PMID, PRM, WHO",rare
Adamant Will,"DBL, DOM, FDN, PLST, VOW",common
Angelic Quartermaster,"DBL, VOW",uncommon
Arm the Cathars,"DBL, VOW",uncommon
Bride's Gown,"DBL, VOW",uncommon
By Invitation Only,"DBL, PRM, PVOW, VOW",rare
Cemetery Protector,"DBL, PRM, PVOW, VOW",mythic
Circle of Confinement,"DBL, VOW",uncommon
Dawnhart Geist,"DBL, VOW",uncommon
Distracting Geist // Clever Distraction,"DBL, VOW",uncommon
Drogskol Infantry // Drogskol Armaments,"DBL, VOW",common
Estwald Shieldbasher,"DBL, VOW",common
Faithbound Judge // Sinner's Judgment,"DBL, PRM, PVOW, VOW",mythic
Fierce Retribution,"DBL, OTP, PLST, VOW",common
Fleeting Spirit,"DBL, VOW",uncommon
Gryff Rider,"DBL, VOW",common
Gryffwing Cavalry,"DBL, VOW",uncommon
Hallowed Haunting,"DBL, PRM, PVOW, SPG, VOW",mythic
Heron of Hope,"DBL, VOW",common
Heron-Blessed Geist,"DBL, VOW",common
Hopeful Initiate,"DBL, INR, PRM, PVOW, VOW",rare
"Katilda, Dawnhart Martyr // Katilda's Rising Dawn","DBL, PVOW, VOW",rare
Kindly Ancestor // Ancestor's Embrace,"DBL, VOW",common
Lantern Flare,"DBL, PRM, PVOW, VOW",rare
Militia Rallier,"DBL, VOW",common
Nebelgast Beguiler,"DBL, VOW",common
Nurturing Presence,"DBL, VOW",common
Ollenbock Escort,"DBL, VOW",uncommon
Panicked Bystander // Cackling Culprit,"DBL, VOW",uncommon
Parish-Blade Trainee,"DBL, VOW",common
Piercing Light,"DBL, VOW",common
Radiant Grace // Radiant Restraints,"DBL, VOW",uncommon
Resistance Squad,"DBL, VOW",uncommon
Sanctify,"DBL, VOW",common
Savior of Ollenbock,"DBL, PRM, PVOW, VOW",mythic
Sigarda's Imprisonment,"DBL, VOW",common
Sigarda's Summons,"DBL, PRM, PVOW, VOW",rare
Supernatural Rescue,"DBL, VOW",common
Traveling Minister,"DBL, PLST, VOW",common
Twinblade Geist // Twinblade Invocation,"DBL, INR, VOW",uncommon
Unholy Officiant,"DBL, VOW",common
Vampire Slayer,"DBL, VOW",common
Voice of the Blessed,"DBL, INR, PRM, PVOW, VOW",rare
Wedding Announcement // Wedding Festivity,"DBL, INR, PRM, PVOW, VOW",rare
Welcoming Vampire,"DBL, LCC, MKC, PVOW, TDC, VOW",rare
Alchemist's Retrieval,"DBL, PLST, VOW",common
Binding Geist // Spectral Binding,"DBL, VOW",common
Biolume Egg // Biolume Serpent,"DBL, INR, VOW",uncommon
Cemetery Illuminator,"DBL, PRM, PVOW, VOW",mythic
Chill of the Grave,"DBL, VOW",common
Cobbled Lancer,"DBL, INR, VOW",uncommon
Consuming Tide,"DBL, PRM, PVOW, VOW",rare
Cradle of Safety,"DBL, VOW",common
Cruel Witness,"DBL, J25, VOW",common
Diver Skaab,"DBL, VOW",uncommon
Dreadlight Monstrosity,"DBL, VOW",common
Dreamshackle Geist,"DBL, PRM, PVOW, VOW",rare
Fear of Death,"DBL, VOW",common
Geistlight Snare,"DBL, INR, VOW",uncommon
"Geralf, Visionary Stitcher","DBL, PVOW, VOW",rare
Gutter Skulker // Gutter Shortcut,"DBL, VOW",uncommon
Inspired Idea,"DBL, PRM, PVOW, VOW",rare
"Jacob Hauken, Inspector // Hauken's Insight","DBL, PVOW, VOW",mythic
Lantern Bearer // Lanterns' Lift,"DBL, INR, VOW",common
Lunar Rejection,"DBL, VOW",uncommon
Mirrorhall Mimic // Ghastly Mimicry,"DBL, PRM, PVOW, VOW",rare
Mischievous Catgeist // Catlike Curiosity,"DBL, VOW",uncommon
Necroduality,"DBL, INR, PRM, PVOW, VOW",mythic
Patchwork Crawler,"DBL, PRM, PVOW, VOW",rare
Repository Skaab,"DBL, VOW",common
Scattered Thoughts,"DBL, VOW",common
Screaming Swarm,"DBL, J25, VOW",uncommon
Selhoff Entomber,"DBL, VOW",common
Serpentine Ambush,"DBL, J25, PLST, VOW",common
Skywarp Skaab,"DBL, VOW",common
Soulcipher Board // Cipherbound Spirit,"DBL, INR, VOW",uncommon
Steelclad Spirit,"DBL, VOW",common
Stitched Assistant,"DBL, VOW",common
Stormchaser Drake,"DBL, VOW",uncommon
Syncopate,"DBL, DOM, GK1, INR, ODY, PLST, RTR, VOW",common
Syphon Essence,"DBL, VOW",common
Thirst for Discovery,"DBL, VOW",uncommon
Wanderlight Spirit,"DBL, VOW",common
Wash Away,"DBL, PLST, VOW",uncommon
Whispering Wizard,"DBL, VOW",uncommon
Winged Portent,"DBL, PRM, PVOW, VOW",rare
Witness the Future,"DBL, VOW",uncommon
Wretched Throng,"DBL, INR, VOW",common
Aim for the Head,"DBL, VOW",common
Archghoul of Thraben,"DBL, INR, VOW",uncommon
Bleed Dry,"DBL, J25, VOW",common
Blood Fountain,"DBL, J25, PLST, VOW",common
Bloodcrazed Socialite,"DBL, VOW",common
Bloodsworn Squire // Bloodsworn Knight,"DBL, VOW",uncommon
Bloodvial Purveyor,"DBL, PVOW, VOW",rare
Catapult Fodder // Catapult Captain,"DBL, VOW",uncommon
Cemetery Desecrator,"DBL, PRM, PVOW, VOW",mythic
Concealing Curtains // Revealing Eye,"DBL, PRM, PVOW, VOW",rare
Courier Bat,"DBL, VOW",common
Demonic Bargain,"DBL, PLST, PRM, PVOW, VOW",rare
Desperate Farmer // Depraved Harvester,"DBL, INR, VOW",common
Diregraf Scavenger,"DBL, J25, VOW",common
Dread Fugue,"DBL, VOW",uncommon
Dreadfeast Demon,"DBL, PRM, PVOW, VOW",rare
Dying to Serve,"DBL, PRM, PVOW, VOW",rare
Edgar's Awakening,"DBL, INR, VOW",uncommon
Falkenrath Forebear,"DBL, PVOW, VOW",rare
Fell Stinger,"DBL, PIO, PLST, PRM, VOW",uncommon
Gift of Fangs,"DBL, J25, VOW",common
Gluttonous Guest,"DBL, INR, J25, VOW",common
Graf Reaver,"DBL, PRM, PVOW, VOW",rare
Grisly Ritual,"DBL, VOW",common
Groom's Finery,"DBL, VOW",uncommon
Headless Rider,"DBL, PRM, PVOW, SLD, VOW",rare
"Henrika Domnathi // Henrika, Infernal Seer","DBL, PVOW, VOW",mythic
Innocent Traveler // Malicious Invader,"DBL, VOW",uncommon
Mindleech Ghoul,"DBL, VOW",common
Parasitic Grasp,"DBL, VOW",uncommon
Path of Peril,"DBL, PRM, PVOW, VOW",rare
Persistent Specimen,"DBL, J25, VOW",common
Pointed Discussion,"DBL, VOW",common
Ragged Recluse // Odious Witch,"DBL, VOW",common
Restless Bloodseeker // Bloodsoaked Reveler,"DBL, INR, VOW",uncommon
Rot-Tide Gargantua,"DBL, VOW",common
Skulking Killer,"DBL, VOW",uncommon
Sorin the Mirthless,"DBL, PRM, PVOW, VOW",mythic
"Toxrill, the Corrosive","DBL, PVOW, SLD, VOW",mythic
Undead Butler,"DBL, J25, PIO, VOW",uncommon
Undying Malice,"DBL, FDN, VOW",common
Unhallowed Phalanx,"DBL, VOW",common
Vampire's Kiss,"DBL, VOW",common
Voldaren Bloodcaster // Bloodbat Summoner,"DBL, INR, PVOW, VOW",rare
Wedding Security,"DBL, VOW",uncommon
Alchemist's Gambit,"DBL, PRM, PVOW, VOW",rare
Alluring Suitor // Deadly Dancer,"DBL, VOW",uncommon
Ancestral Anger,"DBL, INR, J25, VOW",common
Ballista Watcher // Ballista Wielder,"DBL, VOW",uncommon
Belligerent Guest,"DBL, J25, VOW",common
Blood Hypnotist,"DBL, J25, VOW",uncommon
Blood Petal Celebrant,"DBL, INR, J25, VOW",common
Bloody Betrayal,"DBL, VOW",common
Cemetery Gatekeeper,"DBL, PVOW, VOW",mythic
"Chandra, Dressed to Kill","DBL, INR, PRM, PVOW, VOW",mythic
Change of Fortune,"DBL, PRM, PVOW, VOW",rare
Creepy Puppeteer,"DBL, PRM, PVOW, VOW",rare
Curse of Hospitality,"DBL, PRM, PVOW, VOW",rare
Daybreak Combatants,"DBL, J25, VOW",common
Dominating Vampire,"DBL, PVOW, VOW",rare
End the Festivities,"DBL, VOW",common
Falkenrath Celebrants,"DBL, J25, PLST, VOW",common
Fearful Villager // Fearsome Werewolf,"DBL, VOW",common
Flame-Blessed Bolt,"DBL, J25, VOW",common
Frenzied Devils,"DBL, VOW",uncommon
Honeymoon Hearse,"DBL, INR, VOW",uncommon
Hungry Ridgewolf,"DBL, INR, VOW",common
Ill-Tempered Loner // Howlpack Avenger,"DBL, PRM, PVOW, VOW",rare
Into the Night,"DBL, VOW",uncommon
Kessig Flamebreather,"DBL, VOW",common
Kessig Wolfrider,"DBL, PRM, PVOW, VOW",rare
Lacerate Flesh,"DBL, VOW",common
Lambholt Raconteur // Lambholt Ravager,"DBL, VOW",uncommon
Lightning Wolf,"DBL, VOW",common
Magma Pummeler,"DBL, VOW",uncommon
Manaform Hellkite,"DBL, PRM, PVOW, TDC, VOW",mythic
Markov Retribution,"DBL, J25, VOW",uncommon
Olivia's Attendants,"DBL, PVOW, VOW",rare
Pyre Spawn,"DBL, VOW",common
Reckless Impulse,"DBL, J25, PLST, VOW",common
Rending Flame,"DBL, VOW",uncommon
Runebound Wolf,"DBL, INR, VOW",uncommon
Sanguine Statuette,"DBL, VOW",uncommon
Stensia Uprising,"DBL, PRM, PVOW, VOW",rare
Vampires' Vengeance,"DBL, MOC, VOW",uncommon
Volatile Arsonist // Dire-Strain Anarchist,"DBL, PRM, PVOW, VOW",mythic
Voldaren Epicure,"DBL, INR, J25, PLST, VOW",common
Voltaic Visionary // Volt-Charged Berserker,"DBL, VOW",uncommon
Weary Prisoner // Wrathful Jailbreaker,"DBL, VOW",common
Apprentice Sharpshooter,"DBL, VOW",common
Ascendant Packleader,"DBL, PRM, PVOW, VOW",rare
Avabruck Caretaker // Hollowhenge Huntmaster,"DBL, PRM, PVOW, SLD, VOW",mythic
Bramble Wurm,"DBL, INR, VOW",uncommon
Cartographer's Survey,"DBL, VOW",uncommon
Cemetery Prowler,"DBL, PRM, PVOW, VOW",mythic
Cloaked Cadet,"DBL, VOW",uncommon
Crushing Canopy,"DBL, GRN, JMP, PLST, UMA, VOW, XLN",common
Cultivator Colossus,"DBL, INR, PRM, PVOW, VOW",mythic
Dawnhart Disciple,"DBL, INR, VOW",common
Dig Up,"DBL, PLST, PRM, PVOW, VOW",rare
Dormant Grove // Gnarled Grovestrider,"DBL, VOW",uncommon
Flourishing Hunter,"DBL, J22, VOW",common
Glorious Sunrise,"DBL, PRM, PVOW, VOW",rare
Hamlet Vanguard,"DBL, PRM, PVOW, VOW",rare
Hiveheart Shaman,"DBL, PRM, PVOW, VOW",rare
Hookhand Mariner // Riphook Raider,"DBL, VOW",common
Howling Moon,"DBL, PRM, PVOW, VOW",rare
Howlpack Piper // Wildsong Howler,"DBL, PRM, PVOW, VOW",rare
Infestation Expert // Infested Werewolf,"DBL, VOW",uncommon
Laid to Rest,"DBL, PLST, VOW",uncommon
Massive Might,"DBL, PLST, VOW",common
Moldgraf Millipede,"DBL, DSC, INR, J22, J25, VOW",common
Nature's Embrace,"DBL, VOW",common
Oakshade Stalker // Moonlit Ambusher,"DBL, VOW",uncommon
Packsong Pup,"DBL, J22, VOW",uncommon
Reclusive Taxidermist,"DBL, VOW",uncommon
Retrieve,"DBL, VOW",uncommon
Rural Recruit,"DBL, VOW",common
Sawblade Slinger,"DBL, VOW",uncommon
Sheltering Boughs,"DBL, VOW",common
Spiked Ripsaw,"DBL, VOW",uncommon
Splendid Reclamation,"DBL, EMN, PEMN, PRM, PVOW, SIR, VOW",rare
Spore Crawler,"DBL, INR, J25, VOW",common
Sporeback Wolf,"DBL, J22, VOW",common
Toxic Scorpion,"DBL, VOW",common
Ulvenwald Oddity // Ulvenwald Behemoth,"DBL, PRM, PVOW, VOW",rare
Weaver of Blossoms // Blossom-Clad Werewolf,"DBL, VOW",common
Witch's Web,"DBL, VOW",common
Wolf Strike,"DBL, VOW",common
Wolfkin Outcast // Wedding Crasher,"DBL, VOW",uncommon
Ancient Lumberknot,"DBL, PLST, VOW",uncommon
"Anje, Maid of Dishonor","DBL, PVOW, VOW",rare
Bloodtithe Harvester,"DBL, INR, PIO, PLST, VOW",uncommon
Brine Comber // Brinebound Gift,"DBL, VOW",uncommon
Child of the Pack // Savage Packmate,"DBL, VOW",uncommon
"Dorothea, Vengeful Victim // Dorothea's Retribution","DBL, PVOW, VOW",rare
"Edgar, Charmed Groom // Edgar Markov's Coffin","DBL, PVOW, VOW",rare
"Eruth, Tormented Prophet","DBL, PVOW, VOW",rare
"Grolnok, the Omnivore","DBL, PVOW, VOW",rare
"Halana and Alena, Partners","DBL, FDN, PVOW, VOW",rare
"Kaya, Geist Hunter","DBL, PRM, PVOW, TDC, VOW",mythic
Markov Purifier,"DBL, VOW",uncommon
Markov Waltzer,"DBL, INR, VOW",uncommon
"Odric, Blood-Cursed","DBL, PVOW, VOW",rare
Old Rutstein,"DBL, PVOW, VOW",rare
"Olivia, Crimson Bride","DBL, PVOW, VOW",mythic
"Runo Stromkirk // Krothuss, Lord of the Deep","DBL, PVOW, VOW",rare
Sigardian Paladin,"DBL, VOW",uncommon
Skull Skaab,"DBL, VOW",uncommon
"Torens, Fist of the Angels","DBL, INR, PVOW, VOW",rare
Vilespawn Spider,"DBL, INR, VOW",uncommon
Wandering Mind,"DBL, INR, VOW",uncommon
Blood Servitor,"DBL, VOW",common
Boarded Window,"DBL, INR, VOW",uncommon
Ceremonial Knife,"DBL, VOW",common
Dollhouse of Horrors,"DBL, PRM, PVOW, VOW",rare
Foreboding Statue // Forsaken Thresher,"DBL, VOW",uncommon
Honored Heirloom,"DBL, VOW",common
Lantern of the Lost,"DBL, VOW",uncommon
Wedding Invitation,"DBL, VOW",common
Deathcap Glade,"DBL, INR, PRM, PVOW, VOW",rare
Dreamroot Cascade,"DBL, INR, M3C, PRM, PVOW, TDC, VOW, WHO",rare
Shattered Sanctum,"DBL, INR, PRM, PVOW, TDC, VOW",rare
Stormcarved Coast,"DBL, INR, PRM, PVOW, VOW, WHO",rare
Sundown Pass,"DBL, INR, PRM, PVOW, VOW, WHO",rare
Voldaren Estate,"DBL, LCC, PRM, PVOW, VOW",rare
Kalastria Highborn,"DCI, FDN, PLST, PRM, WWK",rare
Wirewood Symbiote,"DD1, EMA, EVG, MH3, SCG, SLD",uncommon
Goblin Warchief,"DD1, DDN, DOM, EVG, F06, F16, J22, PLST, PRM, SCG, VMA, WC03",uncommon
Skirk Prospector,"DD1, DDG, DMR, DOM, EVG, ONS, PLST, VMA, WC03",common
Windstorm,"DDD, GVL, KTK, M10, M14",uncommon
Liliana Vess,"DDD, GVL, LRW, M10, M11, M15, PDP10, PIO, PS14, SLD",mythic
Wee Dragonauts,"DDJ, EMA, GPT, GRN, PAL06, PLST, PRM",common
Gatekeeper of Malakir,"DDK, F10, FDN, PLST, PRM, ZEN",uncommon
Sorin's Thirst,"DDK, M12, M20, WAR",common
Mark of the Vampire,"DDK, JMP, M13, M14, PLST, UMA, XLN",common
Goblin Arsonist,"DDK, J25, M12, M13, M21, ROE",common
Anax and Cymede,"DDL, PIO, PLST, THS",rare
Ordeal of Purphoros,"DDL, J22, PIO, THS",uncommon
"Polukranos, World Eater","DDL, PIO, PLST, THS",mythic
Destructive Revelry,"DDL, PIO, THS",uncommon
Volt Charge,"DDL, NPH, ONE",common
Pulse Tracker,"DDM, FDN, WWK",common
Stab Wound,"DDM, GK2, JMP, M15, PIO, PLST, RTR, RVR, WOT",common
Zurgo Helmsmasher,"DDN, KTK, PKTK, PRM, SLD",mythic
Mardu Heart-Piercer,"DDN, J22, KTK",uncommon
Topplegeist,"DDQ, SIR, SOI",uncommon
Pore Over the Pages,"DDQ, PLST, SIR, SOI",uncommon
Mindwrack Demon,"DDQ, PRM, PSOI, SIR, SOI",mythic
Compelling Deterrence,"DDQ, INR, SIR, SOI",uncommon
Diregraf Ghoul,"DDQ, FDN, ISD, M19, PISD, PLST, PRM",uncommon
Tribute to Hunger,"DDQ, FDN, ISD",uncommon
Cobbled Wings,"DDQ, INR, ISD, XLN",common
"Nissa, Voice of Zendikar","DDR, OGW, PIO, PLST, POGW, PRM, PS16",mythic
Gaea's Blessing,"DDR, DOM, EMA, PAL01, PLST, PRM, SLD, TSB, WTH",uncommon
Seek the Horizon,"DDR, KTK, PLST, RTR, SOK",uncommon
Desecration Demon,"DDR, FDN, MM3, RTR",rare
Fetid Imp,"DDR, J22, M21, ORI, PLST",common
Quicken,"DDS, GPT, M14, PIO, RVR",rare
Nivix Cyclops,"DDS, DGM, PIO",common
Rubblebelt Raiders,"DDS, GK2, GTC, PIO",rare
Master of Waves,"DDT, PIO, PLST, PZ2, SLD, THS",mythic
Tidebinder Mage,"DDT, M14, PIO",rare
Boggart Brute,"DDT, J25, JMP, M19, ORI, PLST",common
Ember Hauler,"DDT, M11, M20",uncommon
Goblin Rabblemaster,"DDT, J22, J25, M15, P30A, PIO, PM15, PRM, SLD",rare
"Dwynen, Gilt-Leaf Daen","DDU, FDN, KHC, ORI, PORI, PRM",rare
Dwynen's Elite,"DDU, FDN, GN3, J22, J25, JMP, ORI",uncommon
Kujar Seedsculptor,"DDU, J22, J25, KLD, KLR",common
Nature's Way,"DDU, JMP, KLD, KLR, PLST",uncommon
Ghirapur Gearcrafter,"DDU, ORI, PIO",common
Pia and Kiran Nalaar,"DDU, DRC, MOC, ORI, PIO, PLST, PORI, PRM",rare
Inventor's Goggles,"DDU, KLD, KLR",common
Air Response Unit,DFT,uncommon
Alacrian Armory,DFT,uncommon
"Basri, Tomorrow's Champion","DFT, PDFT",rare
Brightfield Glider,DFT,common
Brightfield Mustang,DFT,common
Broadcast Rambler,DFT,common
Bulwark Ox,"DFT, PDFT",rare
Canyon Vaulter,DFT,uncommon
Cloudspire Captain,DFT,uncommon
Collision Course,DFT,common
Daring Mechanic,DFT,common
Detention Chariot,DFT,uncommon
Gallant Strike,DFT,uncommon
Gloryheath Lynx,DFT,uncommon
Guardian Sunmare,"DFT, PDFT",rare
Guidelight Synergist,DFT,uncommon
Interface Ace,DFT,common
Leonin Surveyor,DFT,common
Lightshield Parry,DFT,common
Lightwheel Enhancements,DFT,common
Lotusguard Disciple,DFT,common
Nesting Bot,DFT,uncommon
Perilous Snare,"DFT, PDFT",rare
Pride of the Road,DFT,uncommon
Ride's End,DFT,common
Roadside Assistance,DFT,uncommon
Salvation Engine,"DFT, PDFT",mythic
Skyseer's Chariot,"DFT, PDFT",rare
Spectacular Pileup,"DFT, PDFT",rare
Spotcycle Scouter,DFT,common
"Sundial, Dawn Tyrant",DFT,uncommon
Swiftwing Assailant,DFT,common
Tune Up,DFT,uncommon
Unswerving Sloth,DFT,uncommon
Valor's Flagship,"DFT, PDFT",mythic
Voyager Glidecar,"DFT, PDFT",rare
Voyager Quickwelder,DFT,common
Aether Syphon,DFT,uncommon
Bounce Off,DFT,common
"Caelorna, Coral Tyrant",DFT,uncommon
Diversion Unit,DFT,uncommon
Flood the Engine,DFT,common
Gearseeker Serpent,"DFT, J22, J25, KLD, KLR",common
Glitch Ghost Surveyor,DFT,common
Guidelight Optimizer,DFT,common
Howler's Heavy,DFT,common
Hulldrifter,DFT,common
Keen Buccaneer,DFT,common
Memory Guardian,DFT,uncommon
Midnight Mangler,DFT,common
Mindspring Merfolk,"DFT, PDFT",rare
"Mu Yanling, Wind Rider","DFT, PDFT",mythic
Nimble Thopterist,DFT,common
Possession Engine,"DFT, PDFT",rare
Rangers' Refueler,DFT,uncommon
Repurposing Bay,"DFT, PDFT",rare
Riverchurn Monument,"DFT, PDFT",rare
Roadside Blowout,DFT,uncommon
Sabotage Strategist,DFT,uncommon
Scrounging Skyray,DFT,uncommon
Skystreak Engineer,DFT,common
Slick Imitator,DFT,uncommon
Spectral Interference,DFT,common
Spikeshell Harrier,DFT,uncommon
Stall Out,DFT,common
Stock Up,DFT,uncommon
Thopter Fabricator,"DFT, PDFT",rare
Trade the Helm,DFT,uncommon
Transit Mage,DFT,uncommon
Trip Up,DFT,common
Unstoppable Plan,"DFT, PDFT",rare
"Vnwxt, Verbose Host","DFT, PDFT",rare
Waxen Shapethief,"DFT, PDFT",rare
Ancient Vendetta,DFT,uncommon
Back on Track,DFT,uncommon
Bloodghast,"DFT, HA7, IMA, LCC, PDFT, PLST, SLD, ZEN",rare
Carrion Cruiser,DFT,uncommon
Chitin Gravestalker,DFT,common
Cryptcaller Chariot,"DFT, PDFT",rare
Cursecloth Wrappings,"DFT, PDFT",rare
Deathless Pilot,DFT,common
Demonic Junker,"DFT, PDFT",rare
Engine Rat,DFT,common
Gas Guzzler,"DFT, PDFT",rare
Gastal Raider,DFT,uncommon
"Gonti, Night Minister","DFT, PDFT",rare
Grim Bauble,DFT,common
Grim Javelineer,DFT,common
Hellish Sideswipe,DFT,uncommon
Hour of Victory,DFT,uncommon
Intimidation Tactics,DFT,uncommon
"Kalakscion, Hunger Tyrant",DFT,uncommon
The Last Ride,"DFT, PDFT",mythic
Locust Spray,DFT,uncommon
Maximum Overdrive,DFT,common
Momentum Breaker,DFT,uncommon
Mutant Surveyor,DFT,common
Pactdoll Terror,DFT,common
Quag Feast,"DFT, PDFT",rare
Ripclaw Wrangler,DFT,common
Risen Necroregent,DFT,uncommon
Risky Shortcut,DFT,common
Shefet Archfiend,DFT,uncommon
The Speed Demon,"DFT, PDFT",mythic
Spin Out,DFT,common
Streaking Oilgorger,DFT,common
Syphon Fuel,DFT,common
Wickerfolk Indomitable,DFT,uncommon
Wreckage Wickerfolk,DFT,common
Wretched Doll,DFT,uncommon
Adrenaline Jockey,DFT,uncommon
Boommobile,"DFT, PDFT",rare
Burner Rocket,DFT,common
Burnout Bashtronaut,"DFT, PDFT",rare
"Chandra, Spark Hunter","DFT, PDFT",mythic
Clamorous Ironclad,DFT,common
Count on Luck,"DFT, PDFT",rare
Crash and Burn,DFT,common
"Daretti, Rocketeer Engineer","DFT, PDFT",rare
Draconautics Engineer,"DFT, PDFT",rare
Dracosaur Auxiliary,DFT,uncommon
Dynamite Diver,DFT,common
Endrider Catalyzer,DFT,common
Endrider Spikespitter,DFT,uncommon
Fuel the Flames,DFT,uncommon
Full Throttle,"DFT, PDFT",rare
Gastal Blockbuster,DFT,common
Gastal Thrillroller,"DFT, PDFT",rare
Gilded Ghoda,DFT,common
Goblin Surveyor,DFT,common
Greasewrench Goblin,DFT,uncommon
"Hazoret, Godseeker","DFT, PDFT",mythic
Howlsquad Heavy,"DFT, PDFT",rare
Kickoff Celebrations,DFT,common
Magmakin Artillerist,DFT,common
Marauding Mako,DFT,uncommon
Outpace Oblivion,DFT,uncommon
Pacesetter Paragon,DFT,uncommon
Pedal to the Metal,DFT,common
Prowcatcher Specialist,DFT,common
Push the Limit,DFT,uncommon
Reckless Velocitaur,DFT,uncommon
Road Rage,DFT,uncommon
Skycrash,DFT,uncommon
Spire Mechcycle,DFT,uncommon
Thunderhead Gunner,DFT,common
"Tyrox, Saurid Tyrant",DFT,uncommon
Afterburner Expert,"DFT, PDFT",rare
Agonasaur Rex,"DFT, PDFT",rare
Alacrian Jaguar,DFT,common
Autarch Mammoth,DFT,uncommon
Beastrider Vanguard,DFT,common
Bestow Greatness,DFT,common
Defend the Rider,DFT,uncommon
District Mascot,"DFT, PDFT",rare
Dredger's Insight,DFT,uncommon
Earthrumbler,DFT,uncommon
Elvish Refueler,DFT,uncommon
Fang Guardian,DFT,uncommon
Fang-Druid Summoner,DFT,uncommon
Greenbelt Guardian,DFT,uncommon
Hazard of the Dunes,DFT,common
Jibbirik Omnivore,DFT,common
Loxodon Surveyor,DFT,common
Lumbering Worldwagon,"DFT, PDFT",rare
March of the World Ooze,"DFT, PDFT",mythic
Migrating Ketradon,DFT,common
Molt Tender,DFT,uncommon
Ooze Patrol,DFT,uncommon
"Oviya, Automech Artisan","DFT, PDFT",rare
Plow Through,DFT,uncommon
Point the Way,DFT,uncommon
Pothole Mole,DFT,common
Regal Imperiosaur,"DFT, PDFT",rare
Rise from the Wreck,DFT,uncommon
Run Over,DFT,common
Silken Strength,DFT,common
Stampeding Scurryfoot,DFT,common
"Terrian, World Tyrant",DFT,uncommon
Thunderous Velocipede,"DFT, PDFT",mythic
Veloheart Bike,DFT,common
Venomsac Lagac,DFT,common
Webstrike Elite,"DFT, PDFT",rare
"Aatchik, Emerald Radian","DFT, PDFT",rare
Apocalypse Runner,DFT,uncommon
Boom Scholar,DFT,uncommon
Boosted Sloop,DFT,uncommon
Brightglass Gearhulk,"DFT, PDFT",mythic
Broadside Barrage,DFT,uncommon
Broodheart Engine,DFT,uncommon
"Captain Howler, Sea Scourge","DFT, PDFT",rare
"Caradora, Heart of Alacria","DFT, PDFT",rare
Cloudspire Coordinator,DFT,uncommon
Cloudspire Skycycle,DFT,uncommon
Coalstoke Gearhulk,"DFT, PDFT",mythic
Debris Beetle,"DFT, PDFT",rare
Dune Drifter,DFT,uncommon
Embalmed Ascendant,DFT,uncommon
Explosive Getaway,"DFT, PDFT",rare
"Far Fortune, End Boss","DFT, PDFT",rare
Fearless Swashbuckler,"DFT, PDFT",rare
Gastal Thrillseeker,DFT,uncommon
Guidelight Pathmaker,DFT,uncommon
Haunt the Network,DFT,uncommon
